flight_id,date_id,flight_number,route_id,origin_airport,destination_airport,aircraft_id,captain_id,first_officer_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_delay_minutes,arrival_delay_minutes,delay_reason_id,cancelled,cancellation_reason_id,diverted,distance_miles,scheduled_block_minutes,taxi_out_minutes,taxi_in_minutes,aircraft_capacity,seats_sold,load_factor,base_fare_avg_usd
15004,20230801,DL2751,189,LAX,JFK,82,326,77,2023-08-01 20:40:00,2023-08-02 02:24:35.187830,2023-08-01 20:45:05.708931,2023-08-02 02:26:20.642929,5.1,1.8,0,False,,False,2470,344.6,13.8,8.6,192,134,0.698,378.1
15005,20230801,DL2497,2,ATL,BOS,86,205,79,2023-08-01 11:30:00,2023-08-01 13:56:55.031542,2023-08-01 12:41:45.000981,2023-08-01 15:22:58.803211,71.8,86.1,4,False,,False,945,146.9,15.3,8.3,160,128,0.8,197.49
15006,20230801,DL3656,129,IAD,LAX,78,211,601,2023-08-01 08:00:00,2023-08-01 13:18:31.755959,2023-08-01 08:51:00.524963,2023-08-01 14:11:52.627100,51.0,53.3,1,False,,False,2283,318.5,11.9,8.8,192,168,0.875,385.49
15007,20230801,DL1941,101,DTW,MSP,37,182,413,2023-08-01 06:05:00,2023-08-01 07:43:42.286228,2023-08-01 06:06:58.940848,2023-08-01 07:53:39.217174,2.0,9.9,0,False,,False,527,98.7,14.9,15.0,126,117,0.929,145.81
15008,20230802,DL3049,59,CVG,SLC,67,639,287,2023-08-02 18:45:00,2023-08-02 22:23:23.866025,2023-08-02 18:40:00,2023-08-02 22:15:33.134422,-5,-7.8,0,False,,False,1446,218.4,18.4,11.4,192,181,0.943,263.88
15009,20230802,DL2381,99,DTW,MCO,92,39,607,2023-08-02 14:20:00,2023-08-02 16:53:30.484644,2023-08-02 14:46:21.292209,2023-08-02 17:24:42.367470,26.4,31.2,5,False,,False,959,153.5,18.5,9.9,160,138,0.863,204.29
15010,20230802,DL2488,23,ATL,PHX,58,14,27,2023-08-02 14:10:00,2023-08-02 17:58:29.752562,2023-08-02 14:05:36.622610,2023-08-02 17:49:55.128947,-4.4,-8.6,0,False,,False,1584,228.5,13.0,8.8,150,129,0.86,248.83
15011,20230802,DL1775,341,SLC,DCA,123,182,592,2023-08-02 12:50:00,2023-08-02 17:19:47.237387,2023-08-02 12:45:00,2023-08-02 17:04:47.237387,-5,-15,0,False,,False,1847,269.8,21.5,7.4,180,135,0.75,299.26
15012,20230802,DL4152,90,DTW,DFW,82,594,550,2023-08-02 18:10:00,2023-08-02 20:41:04.139969,2023-08-02 19:18:06.891904,2023-08-02 21:57:47.302055,68.1,76.7,5,False,,False,986,151.1,14.3,8.1,192,168,0.875,207.59
15013,20230802,DL3657,129,IAD,LAX,80,595,655,2023-08-02 09:20:00,2023-08-02 14:49:05.423288,2023-08-02 09:23:02.348445,2023-08-02 14:42:52.169300,3.0,-6.2,0,False,,False,2283,329.1,17.9,13.4,192,163,0.849,331.98
15014,20230802,DL1999,335,SFO,SLC,153,356,706,2023-08-02 11:00:00,2023-08-02 12:47:15.857828,2023-08-02 11:00:46.874337,2023-08-02 12:45:18.697213,0.8,-2.0,0,False,,False,598,107.3,20.9,8.3,76,54,0.711,156.45
15015,20230802,DL3019,339,SLC,CLT,109,637,431,2023-08-02 16:20:00,2023-08-02 20:28:40.845422,2023-08-02 16:23:50.865539,2023-08-02 20:37:56.276932,3.8,9.3,0,False,,False,1723,248.7,15.6,8.3,178,145,0.815,297.36
15016,20230802,DL4300,7,ATL,DFW,82,402,170,2023-08-02 14:25:00,2023-08-02 16:23:14.824987,2023-08-02 14:20:00,2023-08-02 16:23:00.497635,-5,-0.2,0,False,,False,730,118.2,15.3,7.8,192,175,0.911,175.65
15017,20230802,DL3490,255,MSP,SFO,61,407,728,2023-08-02 11:35:00,2023-08-02 15:35:05.292410,2023-08-02 12:35:49.514807,2023-08-02 16:37:59.117606,60.8,62.9,1,False,,False,1586,240.1,19.8,13.4,150,113,0.753,277.47
15018,20230802,DL2412,135,IAH,JFK,98,684,292,2023-08-02 06:15:00,2023-08-02 09:41:14.579166,2023-08-02 06:17:31.438440,2023-08-02 09:48:57.598708,2.5,7.7,0,False,,False,1415,206.2,11.6,10.1,160,135,0.844,257.47
15019,20230802,DL2797,168,JFK,TPA,113,494,441,2023-08-02 14:20:00,2023-08-02 16:54:42.366807,2023-08-02 14:19:02.837904,2023-08-02 16:48:54.620265,-1.0,-5.8,0,False,,False,1006,154.7,12.4,11.1,178,169,0.949,215.66
15020,20230802,DL1650,231,MSP,BOS,83,369,268,2023-08-02 21:00:00,2023-08-02 23:48:41.664048,2023-08-02 21:35:23.619368,2023-08-03 00:13:17.849344,35.4,24.6,1,False,,False,1121,168.7,12.5,10.0,192,178,0.927,233.68
15021,20230802,DL1862,103,DTW,PDX,73,580,66,2023-08-02 17:40:00,2023-08-02 22:19:45.310241,2023-08-02 18:12:36.237014,2023-08-02 23:09:32.134554,32.6,49.8,2,False,,False,1948,279.8,14.6,11.0,192,167,0.87,335.88
15022,20230802,DL1908,198,LAX,PHX,1,529,2,2023-08-02 19:55:00,2023-08-02 21:11:09.830805,2023-08-02 19:53:36.069513,2023-08-02 21:07:14.699414,-1.4,-3.9,0,False,,False,369,76.2,22.3,5.7,109,100,0.917,106.94
15023,20230802,DL3269,81,DFW,SEA,18,321,455,2023-08-02 06:40:00,2023-08-02 10:39:15.458525,2023-08-02 06:43:07.871759,2023-08-02 10:50:01.489015,3.1,10.8,0,False,,False,1658,239.3,11.4,11.6,130,118,0.908,303.81
15024,20230802,DL1631,144,JFK,CVG,61,381,752,2023-08-02 07:40:00,2023-08-02 09:27:17.387766,2023-08-02 08:29:38.191273,2023-08-02 10:23:00.468716,49.6,55.7,2,False,,False,588,107.3,16.8,13.8,150,132,0.88,139.49
15025,20230802,DL1548,230,MSP,AUS,85,585,192,2023-08-02 17:15:00,2023-08-02 20:03:15.016505,2023-08-02 17:12:26.239000,2023-08-02 19:48:15.016505,-2.6,-15,0,False,,False,1043,168.3,20.3,11.9,160,127,0.794,192.38
15026,20230802,DL1629,172,LAS,LAX,4,489,47,2023-08-02 19:30:00,2023-08-02 20:27:49.935708,2023-08-02 20:19:12.354649,2023-08-02 21:16:55.302956,49.2,49.1,1,False,,False,236,57.8,20.3,6.8,109,94,0.862,90.33
15027,20230802,DL3649,271,PDX,SLC,2,374,656,2023-08-02 07:55:00,2023-08-02 09:36:03.849012,2023-08-02 07:50:47.968872,2023-08-02 09:26:12.448860,-4.2,-9.9,0,False,,False,628,101.1,13.2,5.9,109,104,0.954,143.64
15028,20230802,DL1645,205,LGA,ATL,48,490,473,2023-08-02 09:40:00,2023-08-02 11:42:13.980902,2023-08-02 10:06:02.236879,2023-08-02 12:17:21.373185,26.0,35.1,5,False,,False,761,122.2,13.2,9.8,150,125,0.833,169.39
15029,20230802,DL1943,247,MSP,MIA,98,143,26,2023-08-02 12:00:00,2023-08-02 15:53:50.556287,2023-08-02 11:55:23.830022,2023-08-02 15:51:28.731932,-4.6,-2.4,0,False,,False,1503,233.8,23.8,14.0,160,148,0.925,281.55
15030,20230802,DL1572,147,JFK,DFW,20,300,681,2023-08-02 19:40:00,2023-08-02 23:04:07.724853,2023-08-02 19:38:01.218565,2023-08-02 23:09:21.349236,-2.0,5.2,0,False,,False,1389,204.1,14.1,8.9,130,114,0.877,263.66
15031,20230802,DL3011,41,BOS,LAX,127,744,739,2023-08-02 08:30:00,2023-08-02 14:40:32.168384,2023-08-02 09:58:57.819026,2023-08-02 15:52:18.410138,89.0,71.8,5,False,,False,2605,370.5,23.4,7.4,211,204,0.967,391.74
15032,20230802,DL2429,96,DTW,LAS,106,474,816,2023-08-02 09:35:00,2023-08-02 13:48:14.080440,2023-08-02 09:36:19.201106,2023-08-02 13:37:33.433975,1.3,-10.7,0,False,,False,1745,253.2,14.2,11.4,178,163,0.916,327.35
15033,20230802,DL1666,199,LAX,RDU,123,257,729,2023-08-02 11:40:00,2023-08-02 16:58:21.076792,2023-08-02 12:36:55.873940,2023-08-02 17:56:28.590001,56.9,58.1,5,False,,False,2234,318.4,13.8,13.1,180,164,0.911,391.51
15034,20230802,DL2425,300,SEA,ATL,119,162,176,2023-08-02 11:45:00,2023-08-02 16:57:18.788831,2023-08-02 11:42:34.537748,2023-08-02 16:46:20.177969,-2.4,-11.0,0,False,,False,2178,312.3,15.8,12.4,180,156,0.867,378.54
15035,20230802,DL2982,292,RDU,SLC,71,693,299,2023-08-02 06:45:00,2023-08-02 11:08:34.412333,2023-08-02 06:46:38.970753,2023-08-02 11:07:32.090715,1.6,-1.0,0,False,,False,1819,263.6,19.2,7.1,192,180,0.938,276.32
15036,20230802,DL3930,97,DTW,LAX,68,543,172,2023-08-02 19:15:00,2023-08-03 00:01:34.450909,2023-08-02 20:27:34.687122,2023-08-03 01:02:51.778153,72.6,61.3,1,False,,False,1975,286.6,16.0,13.0,192,155,0.807,357.51
15037,20230802,DL4236,56,CVG,LAX,109,604,43,2023-08-02 09:10:00,2023-08-02 13:47:03.610448,2023-08-02 09:49:18.059092,2023-08-02 14:45:55.989020,39.3,58.9,3,False,,False,1896,277.1,19.9,9.8,178,140,0.787,319.31
15038,20230802,DL3410,87,DTW,CVG,36,738,608,2023-08-02 16:25:00,2023-08-02 17:27:22.299812,2023-08-02 16:20:47.396892,2023-08-02 17:12:22.299812,-4.2,-15,0,False,,False,229,62.4,22.7,9.8,126,104,0.825,96.48
15039,20230802,DL1721,5,ATL,DCA,146,585,816,2023-08-02 09:30:00,2023-08-02 11:04:52.706029,2023-08-02 09:25:00,2023-08-02 11:00:22.619732,-5,-4.5,0,False,,False,547,94.9,16.6,7.0,76,62,0.816,127.24
15040,20230802,DL2175,148,JFK,DTW,6,162,685,2023-08-02 17:10:00,2023-08-02 18:42:48.401749,2023-08-02 17:12:05.604769,2023-08-02 18:49:43.209085,2.1,6.9,0,False,,False,508,92.8,18.8,7.8,109,88,0.807,122.21
15041,20230802,DL1969,200,LAX,SAN,15,731,149,2023-08-02 17:50:00,2023-08-02 18:36:43.245368,2023-08-02 18:02:10.620160,2023-08-02 18:57:07.290478,12.2,20.4,0,False,,False,109,46.7,18.6,13.9,130,124,0.954,83.87
15042,20230802,DL3638,280,PHX,DTW,82,683,687,2023-08-02 16:35:00,2023-08-02 20:44:02.235784,2023-08-02 16:33:14.119780,2023-08-02 20:44:01.386314,-1.8,-0.0,0,False,,False,1668,249.0,17.9,13.6,192,163,0.849,274.28
15043,20230802,DL4271,8,ATL,DTW,141,333,525,2023-08-02 20:05:00,2023-08-02 21:57:20.896820,2023-08-02 20:11:27.339999,2023-08-02 22:09:18.060684,6.5,12.0,1,False,,False,595,112.3,24.2,10.5,76,57,0.75,146.38
15044,20230802,DL3191,332,SFO,LAX,35,725,378,2023-08-02 06:25:00,2023-08-02 07:34:56.512198,2023-08-02 07:09:21.594603,2023-08-02 08:22:48.025682,44.4,47.9,1,False,,False,338,69.9,13.5,12.4,126,111,0.881,115.47
15045,20230802,DL1830,266,PDX,DTW,125,392,66,2023-08-02 11:00:00,2023-08-02 15:34:01.840386,2023-08-02 11:35:27.241702,2023-08-02 15:58:56.305015,35.5,24.9,3,False,,False,1948,274.0,12.7,7.3,211,202,0.957,340.2
15046,20230802,DL2127,66,DCA,SEA,111,333,340,2023-08-02 13:00:00,2023-08-02 18:30:11.846161,2023-08-02 15:00:06.890324,2023-08-02 20:21:51.288709,120.1,111.7,1,False,,False,2323,330.2,21.3,5.9,178,133,0.747,351.36
15047,20230802,DL1780,167,JFK,SLC,101,174,231,2023-08-02 20:45:00,2023-08-03 01:26:13.310838,2023-08-02 20:49:51.722600,2023-08-03 01:33:48.546317,4.9,7.6,2,False,,False,1984,281.2,16.4,6.1,178,172,0.966,327.7
15048,20230802,DL4429,340,SLC,CVG,77,490,47,2023-08-02 06:00:00,2023-08-02 09:34:02.264566,2023-08-02 06:02:12.758682,2023-08-02 09:40:05.061667,2.2,6.0,0,False,,False,1446,214.0,17.3,8.1,192,167,0.87,263.96
15049,20230802,DL2207,6,ATL,DEN,50,531,788,2023-08-02 11:25:00,2023-08-02 14:24:55.515176,2023-08-02 11:30:49.341886,2023-08-02 14:34:10.366683,5.8,9.2,5,False,,False,1197,179.9,17.2,6.6,150,118,0.787,233.64
15050,20230802,DL3785,279,PHX,ATL,102,312,249,2023-08-02 17:30:00,2023-08-02 21:20:30.389533,2023-08-02 18:06:07.035836,2023-08-02 21:59:58.325485,36.1,39.5,1,False,,False,1584,230.5,15.3,8.6,178,144,0.809,269.39
15051,20230802,DL3491,255,MSP,SFO,113,744,636,2023-08-02 07:45:00,2023-08-02 11:36:02.550052,2023-08-02 07:53:38.707308,2023-08-02 11:58:43.520077,8.6,22.7,1,False,,False,1586,231.0,14.2,10.0,178,139,0.781,303.52
15052,20230802,DL2295,194,LAX,MSP,113,630,280,2023-08-02 21:55:00,2023-08-03 01:46:16.168373,2023-08-02 21:56:36.625281,2023-08-03 01:50:59.746681,1.6,4.7,0,False,,False,1533,231.3,22.2,9.1,178,160,0.899,242.54
15053,20230802,DL2107,166,JFK,SFO,128,637,706,2023-08-02 08:40:00,2023-08-02 14:37:49.284813,2023-08-02 08:43:45.107937,2023-08-02 14:35:44.592919,3.8,-2.1,0,False,,False,2580,357.8,14.1,7.2,211,183,0.867,443.79
15054,20230802,DL1909,198,LAX,PHX,16,637,636,2023-08-02 08:45:00,2023-08-02 09:58:03.319323,2023-08-02 08:55:09.966419,2023-08-02 10:03:41.900036,10.2,5.6,5,False,,False,369,73.1,13.5,11.5,130,123,0.946,114.11
15055,20230802,DL3201,329,SFO,ATL,125,428,60,2023-08-02 13:45:00,2023-08-02 18:49:39.256225,2023-08-02 13:44:45.653553,2023-08-02 18:59:36.284025,-0.2,10.0,0,False,,False,2134,304.7,15.9,10.4,211,183,0.867,314.23
15056,20230802,DL2149,154,JFK,LAX,129,543,579,2023-08-02 08:35:00,2023-08-02 14:26:26.668092,,,,,0,True,1,False,2470,351.4,23.0,6.3,211,0,,418.06
15057,20230802,DL1971,344,SLC,DTW,14,242,788,2023-08-02 21:10:00,2023-08-03 00:58:07.822664,2023-08-02 21:17:13.087453,2023-08-03 01:10:20.684648,7.2,12.2,3,False,,False,1478,228.1,24.7,10.6,130,107,0.823,273.12
15058,20230802,DL3854,259,ORD,DTW,135,848,810,2023-08-02 17:45:00,2023-08-02 18:43:53.820542,2023-08-02 17:44:15.953063,2023-08-02 18:41:46.691133,-0.7,-2.1,0,False,,False,234,58.9,20.6,7.7,76,63,0.829,96.61
15059,20230802,DL4355,313,SEA,JFK,78,83,340,2023-08-02 11:10:00,2023-08-02 16:49:46.624161,2023-08-02 11:09:52.106993,2023-08-02 16:55:19.147271,-0.1,5.5,0,False,,False,2415,339.8,11.6,13.2,192,164,0.854,351.0
15060,20230802,DL1712,117,FLL,SEA,103,494,292,2023-08-02 16:15:00,2023-08-02 22:39:29.660174,2023-08-02 16:19:14.797980,2023-08-02 22:52:25.707222,4.2,12.9,0,False,,False,2714,384.5,15.5,15.0,178,141,0.792,386.04
15061,20230802,DL4341,235,MSP,DEN,62,300,287,2023-08-02 17:10:00,2023-08-02 19:07:13.554009,2023-08-02 18:45:29.894611,2023-08-02 20:49:01.736445,95.5,101.8,1,False,,False,679,117.2,21.6,7.0,150,113,0.753,155.83
15062,20230802,DL4022,286,RDU,ATL,57,266,601,2023-08-02 20:30:00,2023-08-02 21:50:05.201711,2023-08-02 21:23:51.015308,2023-08-02 22:48:47.488166,53.9,58.7,5,False,,False,355,80.1,19.9,13.9,150,148,0.987,100.14
15063,20230802,DL2226,293,SAN,ATL,132,34,668,2023-08-02 19:20:00,2023-08-02 23:54:30.069547,2023-08-02 19:47:19.369339,2023-08-03 00:35:31.547225,27.3,41.0,5,False,,False,1888,274.5,14.4,13.9,211,197,0.934,292.51
15064,20230802,DL2674,270,PDX,SEA,18,183,313,2023-08-02 09:40:00,2023-08-02 10:18:37.718061,2023-08-02 09:43:06.121672,2023-08-02 10:25:15.346635,3.1,6.6,0,False,,False,129,38.6,15.3,6.5,130,110,0.846,73.88
15065,20230802,DL1861,232,MSP,CLT,48,637,500,2023-08-02 21:50:00,2023-08-03 00:17:37.170812,2023-08-02 21:49:32.380905,2023-08-03 00:22:11.786683,-0.5,4.6,0,False,,False,930,147.6,14.8,11.5,150,143,0.953,167.99
15066,20230802,DL3430,72,DEN,MSP,8,333,64,2023-08-02 06:05:00,2023-08-02 07:54:44.186400,2023-08-02 06:01:19.921360,2023-08-02 07:53:48.152597,-3.7,-0.9,0,False,,False,679,109.7,12.1,9.0,109,96,0.881,162.41
15067,20230802,DL1722,5,ATL,DCA,31,639,43,2023-08-02 19:20:00,2023-08-02 20:54:02.804696,2023-08-02 19:16:32.168806,2023-08-02 21:01:39.624716,-3.5,7.6,0,False,,False,547,94.0,12.3,10.4,126,120,0.952,127.27
15068,20230802,DL2733,3,ATL,CLT,4,738,752,2023-08-02 16:10:00,2023-08-02 17:06:45.643490,2023-08-02 16:08:14.842269,2023-08-02 17:05:53.012301,-1.8,-0.9,0,False,,False,226,56.8,17.4,9.9,109,90,0.826,92.7
15069,20230802,DL2218,296,SAN,LAX,29,34,348,2023-08-02 18:00:00,2023-08-02 18:42:54.966988,2023-08-02 17:55:55.413149,2023-08-02 18:33:45.342456,-4.1,-9.2,0,False,,False,109,42.9,17.8,10.9,126,109,0.865,72.15
15070,20230802,DL1729,78,DFW,JFK,63,83,378,2023-08-02 17:05:00,2023-08-02 20:27:28.237175,2023-08-02 17:24:49.117744,2023-08-02 20:42:19.568694,19.8,14.9,2,False,,False,1389,202.5,13.3,7.9,150,136,0.907,247.07
15071,20230802,DL1922,111,DTW,TPA,86,637,84,2023-08-02 07:40:00,2023-08-02 10:28:20.659531,2023-08-02 07:36:04.597865,2023-08-02 10:22:47.349113,-3.9,-5.6,0,False,,False,985,168.3,26.4,13.4,160,142,0.887,203.05
15072,20230802,DL3590,94,DTW,IAH,110,333,22,2023-08-02 14:50:00,2023-08-02 17:38:56.708608,2023-08-02 15:45:40.556929,2023-08-02 18:24:16.031411,55.7,45.3,3,False,,False,1075,168.9,19.6,9.1,178,173,0.972,218.3
15073,20230802,DL3832,263,ORD,SEA,114,438,51,2023-08-02 21:50:00,2023-08-03 02:02:07.337132,2023-08-02 21:45:00,2023-08-03 02:06:54.919266,-5,4.8,0,False,,False,1716,252.1,21.2,7.1,178,149,0.837,297.55
15074,20230802,DL3131,136,IAH,LAX,67,697,1,2023-08-02 09:10:00,2023-08-02 12:28:12.551789,2023-08-02 09:05:00,2023-08-02 12:13:12.551789,-5,-15,0,False,,False,1377,198.2,12.6,6.0,192,169,0.88,226.29
15075,20230802,DL4301,7,ATL,DFW,104,377,495,2023-08-02 16:00:00,2023-08-02 18:10:03.823309,2023-08-02 15:57:21.274264,2023-08-02 18:19:47.174284,-2.6,9.7,0,False,,False,730,130.1,27.1,7.8,178,148,0.831,178.58
15076,20230802,DL1794,291,RDU,SEA,74,588,441,2023-08-02 16:50:00,2023-08-02 22:25:35.692724,,,,,0,True,3,False,2349,335.6,16.2,13.0,192,0,,398.37
15077,20230802,DL4016,334,SFO,SEA,16,757,816,2023-08-02 18:20:00,2023-08-02 20:13:01.318095,2023-08-02 18:19:39.077087,2023-08-02 20:20:57.317497,-0.3,7.9,0,False,,False,679,113.0,15.9,8.6,130,101,0.777,166.69
15078,20230802,DL3258,188,LAX,IAH,89,453,413,2023-08-02 11:05:00,2023-08-02 14:27:16.402073,2023-08-02 11:01:29.019793,2023-08-02 14:12:16.402073,-3.5,-15,0,False,,False,1377,202.3,15.0,7.6,160,125,0.781,242.49
15079,20230802,DL3823,126,IAD,ATL,24,738,192,2023-08-02 13:15:00,2023-08-02 15:04:04.235808,2023-08-02 13:17:27.906549,2023-08-02 14:54:10.550859,2.5,-9.9,0,False,,False,534,109.1,23.5,15.9,130,99,0.762,142.83
15080,20230802,DL3632,234,MSP,DCA,88,374,249,2023-08-02 18:30:00,2023-08-02 20:53:36.974809,2023-08-02 19:27:24.673412,2023-08-02 21:54:46.321253,57.4,61.2,5,False,,False,929,143.6,11.0,11.5,160,144,0.9,174.38
15081,20230802,DL3202,329,SFO,ATL,118,356,413,2023-08-02 09:40:00,2023-08-02 14:44:32.255652,2023-08-02 09:58:45.725592,2023-08-02 15:09:07.456847,18.8,24.6,2,False,,False,2134,304.5,15.7,10.5,180,147,0.817,379.84
15082,20230803,DL4255,54,CVG,DTW,150,83,752,2023-08-03 07:40:00,2023-08-03 08:40:21.848496,2023-08-03 07:36:07.986831,2023-08-03 08:25:21.848496,-3.9,-15,0,False,,False,229,60.4,19.4,11.1,76,72,0.947,95.61
15083,20230803,DL2496,161,JFK,PHL,154,479,219,2023-08-03 21:55:00,2023-08-03 22:36:11.064973,2023-08-03 21:57:00.906614,2023-08-03 22:42:15.400533,2.0,6.1,0,False,,False,94,41.2,17.0,11.9,76,64,0.842,69.34
15084,20230803,DL1500,43,BOS,MSP,14,402,332,2023-08-03 07:25:00,2023-08-03 10:16:57.033106,2023-08-03 07:24:33.928864,2023-08-03 10:20:37.807457,-0.4,3.7,0,False,,False,1121,172.0,18.0,7.8,130,124,0.954,219.74
15085,20230803,DL1720,222,MIA,DTW,71,266,790,2023-08-03 18:05:00,2023-08-03 21:00:02.104014,,,,,0,True,3,False,1148,175.0,16.1,9.2,192,0,,230.22
15086,20230803,DL2708,238,MSP,FLL,102,695,681,2023-08-03 19:00:00,2023-08-03 22:44:16.588950,2023-08-03 18:55:00,2023-08-03 22:39:14.969188,-5,-5.0,0,False,,False,1489,224.3,20.8,9.3,178,148,0.831,277.48
15087,20230803,DL1665,307,SEA,DFW,19,257,729,2023-08-03 16:30:00,2023-08-03 20:31:40.188605,2023-08-03 16:25:00,2023-08-03 20:32:33.603666,-5,0.9,0,False,,False,1658,241.7,15.6,9.8,130,123,0.946,261.61
15088,20230803,DL4298,64,DCA,LAX,120,693,277,2023-08-03 08:05:00,2023-08-03 13:36:58.948959,2023-08-03 08:17:11.655659,2023-08-03 13:53:40.704553,12.2,16.7,1,False,,False,2306,332.0,17.8,13.4,180,145,0.806,376.04
15089,20230803,DL2416,25,ATL,SAN,121,242,751,2023-08-03 09:15:00,2023-08-03 13:45:29.976096,2023-08-03 09:13:46.497970,2023-08-03 13:40:03.085696,-1.2,-5.4,0,False,,False,1888,270.5,14.1,10.1,180,157,0.872,344.62
15090,20230803,DL3900,70,DEN,JFK,61,543,413,2023-08-03 12:45:00,2023-08-03 16:45:35.054494,2023-08-03 12:40:00,2023-08-03 16:34:12.417196,-5,-11.4,0,False,,False,1622,240.6,19.4,9.6,150,123,0.82,252.67
15091,20230803,DL2278,315,SEA,LAX,21,818,550,2023-08-03 16:25:00,2023-08-03 18:59:23.595919,2023-08-03 16:20:00,2023-08-03 18:47:56.449307,-5,-11.5,0,False,,False,955,154.4,16.9,12.9,130,110,0.846,183.82
15092,20230803,DL3658,129,IAD,LAX,120,529,172,2023-08-03 07:50:00,2023-08-03 13:18:17.408777,2023-08-03 07:47:02.831241,2023-08-03 13:17:40.414522,-3.0,-0.6,0,False,,False,2283,328.3,18.5,12.0,180,145,0.806,397.3
15093,20230803,DL3206,52,CLT,SLC,106,773,348,2023-08-03 18:30:00,2023-08-03 22:44:08.612317,2023-08-03 18:35:47.134252,2023-08-03 22:56:53.369551,5.8,12.7,0,False,,False,1723,254.1,18.5,10.9,178,137,0.77,272.75
15094,20230803,DL4216,356,SLC,ORD,23,230,231,2023-08-03 18:00:00,2023-08-03 21:11:08.729343,2023-08-03 17:59:43.794921,2023-08-03 21:31:01.751490,-0.3,19.9,0,False,,False,1247,191.1,19.9,8.5,130,118,0.908,239.97
15095,20230803,DL1723,5,ATL,DCA,163,32,788,2023-08-03 06:45:00,2023-08-03 08:31:33.266954,2023-08-03 06:41:01.320547,2023-08-03 08:42:00.335592,-4.0,10.5,0,False,,False,547,106.6,19.6,15.6,76,71,0.934,129.64
15096,20230803,DL1910,198,LAX,PHX,161,402,518,2023-08-03 18:20:00,2023-08-03 19:36:34.079276,2023-08-03 18:17:57.188044,2023-08-03 20:01:24.901361,-2.0,24.8,0,False,,False,369,76.6,17.4,11.0,76,62,0.816,104.37
15097,20230803,DL4252,254,MSP,SEA,105,321,666,2023-08-03 20:15:00,2023-08-03 23:39:23.637820,2023-08-03 20:10:00,2023-08-03 23:24:23.637820,-5,-15,0,False,,False,1395,204.4,14.9,7.5,178,160,0.899,264.8
15098,20230803,DL1646,205,LGA,ATL,47,594,380,2023-08-03 13:45:00,2023-08-03 15:48:59.187623,2023-08-03 13:52:33.645046,2023-08-03 16:02:10.520781,7.6,13.2,1,False,,False,761,124.0,14.9,9.8,150,145,0.967,160.86
15099,20230803,DL3274,288,RDU,JFK,164,230,1,2023-08-03 13:45:00,2023-08-03 15:05:46.217146,2023-08-03 14:20:38.355655,2023-08-03 15:36:49.287866,35.6,31.1,1,False,,False,427,80.8,13.9,11.1,76,69,0.908,120.38
15100,20230803,DL1474,82,DFW,SLC,107,631,231,2023-08-03 20:40:00,2023-08-03 23:17:21.238649,2023-08-03 21:27:20.480758,2023-08-03 23:58:32.795810,47.3,41.2,1,False,,False,988,157.4,16.0,12.5,178,173,0.972,195.13
15101,20230803,DL3972,289,RDU,LAX,111,639,734,2023-08-03 09:05:00,2023-08-03 14:24:55.933007,2023-08-03 09:00:00,2023-08-03 14:23:17.688610,-5,-1.6,0,False,,False,2234,319.9,18.0,10.5,178,155,0.871,328.38
15102,20230803,DL4253,254,MSP,SEA,94,738,660,2023-08-03 20:45:00,2023-08-04 00:16:49.519430,,,,,0,True,1,False,1395,211.8,19.0,10.9,160,0,,243.7
15103,20230803,DL4267,15,ATL,LAX,129,83,660,2023-08-03 11:50:00,2023-08-03 16:30:44.139501,2023-08-03 11:57:06.107447,2023-08-03 16:34:55.480065,7.1,4.2,0,False,,False,1942,280.7,20.0,7.4,211,191,0.905,298.91
15104,20230803,DL2295,342,SLC,DEN,23,818,27,2023-08-03 19:45:00,2023-08-03 21:05:26.368657,2023-08-03 19:40:31.265344,2023-08-03 20:50:59.782198,-4.5,-14.4,0,False,,False,390,80.4,22.1,7.5,130,113,0.869,121.57
15105,20230803,DL3607,156,JFK,MCO,112,174,652,2023-08-03 11:20:00,2023-08-03 13:56:37.553460,,,,,0,True,1,False,945,156.6,21.7,11.6,178,0,,200.45
15106,20230803,DL4091,109,DTW,SFO,116,717,26,2023-08-03 07:15:00,2023-08-03 12:22:44.708665,2023-08-03 07:10:00,2023-08-03 12:15:48.230067,-5,-6.9,0,False,,False,2074,307.7,25.8,11.4,180,143,0.794,357.35
15107,20230803,DL2144,201,LAX,SEA,13,684,796,2023-08-03 16:10:00,2023-08-03 18:36:10.861502,2023-08-03 16:09:10.869592,2023-08-03 18:37:49.400513,-0.8,1.6,0,False,,False,955,146.2,13.7,7.9,130,95,0.731,178.42
15108,20230803,DL2291,371,TPA,SLC,121,604,277,2023-08-03 08:00:00,2023-08-03 12:29:01.394931,2023-08-03 07:57:02.268081,2023-08-03 12:30:21.467190,-3.0,1.3,0,False,,False,1885,269.0,11.8,11.4,180,152,0.844,287.66
15109,20230803,DL3591,94,DTW,IAH,60,479,77,2023-08-03 16:10:00,2023-08-03 19:06:22.560107,2023-08-03 16:09:48.896259,2023-08-03 19:02:26.383193,-0.2,-3.9,0,False,,False,1075,176.4,23.0,13.2,150,124,0.827,193.98
15110,20230803,DL1873,304,SEA,CVG,123,494,348,2023-08-03 09:30:00,2023-08-03 14:20:09.964707,2023-08-03 09:29:52.073842,2023-08-03 14:28:08.904536,-0.1,8.0,0,False,,False,1960,290.2,19.9,14.6,180,175,0.972,291.13
